"CHR" "START" "END" "MUTZ3_EVI1" "MUTZ3_CTBP2" "MUTZ3_H3K27Ac" "MUTZ3_H3K27Me3" "MUTZ3_H3K9Me3" "MUTZ3_MYB" "MUTZ3_P300" "MUTZ3_RUNX1" "MUTZ3_ERG" "MUTZ3_CTCF" "MUTZ3_GATA2"
"1" "chr1" 842099 842499 70.0793097776254 30.6010635479588 202.608300538806 31.5398112019909 12.25301083425 38.0944683669849 85.1081556374448 330.315307418665 47.010231595711 1.80675117710861 28.6550549573306
"2" "chr1" 848139 848539 53.606483973323 16.320567225578 96.8996219968201 6.0075830860935 7.54031435953849 83.5324487083283 91.9168080884404 32.7044858830362 38.6155473821912 54.2025353132584 16.2378644758207
"3" "chr1" 856382 856782 112.796976693867 77.5226943214956 66.067924088741 28.5360196589441 5.65523576965387 70.6813027532009 153.194680147401 385.912933419827 50.3681052811189 16.2607605939775 34.3860659487967
"4" "chr1" 876273 876673 25.6864402372173 20.4007090319725 154.158489540396 288.363988132488 19.7933251937885 27.9971394022419 13.6173049019912 29.4340372947326 43.6523579103031 7.22700470843445 27.6998864587529
"5" "chr1" 919505 919905 39.9256625426312 20.4007090319725 17.6181130903309 27.0341238874208 5.65523576965387 15.1459934471145 30.6389360294801 98.1134576491085 33.5787368540793 59.6227888445842 24.8343809630198
"6" "chr1" 940313 940713 61.9824970941548 53.0418434831286 92.4950937242374 19.5246450298039 10.3679322443654 43.1431328493564 44.2562409314713 219.120055416342 57.0838526519348 12.6472582397603 152.82695977243
"7" "chr1" 948710 949110 57.5152900963778 28.5609926447615 502.116223074432 24.030332344374 2.82761788482693 56.4532483028812 81.703829411947 101.383906237412 87.3047158206061 7.22700470843445 48.713593427462
"8" "chr1" 968455 968855 86.2729351445667 34.6812053543533 801.624145610057 10.5132704006636 5.65523576965387 58.2891262964709 91.9168080884404 268.176784240897 82.2679052924943 61.4295400216928 2.86550549573306
"9" "chr1" 1015616 1016016 50.8144795997125 26.5209217415643 44.0452827258273 22.5284365728506 1.88507858988462 10.5562984631404 13.6173049019912 19.6226915298217 15.1104315843357 0 11.4620219829322
"10" "chr1" 1039603 1040003 37.1336581690206 38.7613471607478 96.8996219968201 24.030332344374 13.1955501291924 27.9971394022419 37.4475884804757 117.73614917893 33.5787368540793 1.80675117710861 62.0859524075496
"11" "chr1" 1052201 1052601 20.6608323647182 24.480850838367 140.944904722647 42.0530816026545 2.82761788482693 8.72042046955076 6.80865245099559 26.1635887064289 25.1840526405595 1.80675117710861 4.77584249288843
"12" "chr1" 1058895 1059295 77.0593207116518 701.784390699855 4.40452827258273 13.5170619437104 15.080628719077 25.2433224118575 37.4475884804757 29.4340372947326 23.5051157978555 7.22700470843445 6.6861794900438
"13" "chr1" 1092943 1093343 68.9625080281812 63.2421979991148 2457.72677610116 33.0417069735143 6.59777506459618 44.979010842946 98.725460539436 222.390504004646 80.5889684497903 3.61350235421723 53.4894359203504
"14" "chr1" 1136314 1136714 45.7888717272134 44.8815598703396 1501.94414095071 40.5511858311311 9.42539294942311 38.0944683669849 64.6821982844581 297.610821535629 87.3047158206061 1.80675117710861 26.7447179601752
"15" "chr1" 1144072 1144472 78.4553228984571 55.0819143863258 242.24905499205 13.5170619437104 4.71269647471156 43.1431328493564 64.6821982844581 235.47229835786 45.331294753007 0 21.9688754672868
"16" "chr1" 1148254 1148654 81.5265277094288 32.641134451156 572.588675435755 22.5284365728506 7.54031435953849 143.657452998389 163.407658823894 971.323230726174 161.177936899581 1.80675117710861 53.4894359203504
"17" "chr1" 1306812 1307212 46.3472726019355 48.9617016767341 110.113206814568 28.5360196589441 2.82761788482693 33.0458038846134 44.2562409314713 300.881270123933 45.331294753007 7.22700470843445 82.144490877681
"18" "chr1" 1440289 1440689 393.114215804369 91.8031906438764 48.4498109984101 4.50568731457013 3.77015717976924 44.0610718461512 34.0432622549779 91.5725604725013 63.7996000227507 278.239681274726 214.912912179979
"19" "chr1" 1447042 1447442 81.2473272720677 46.9216307735368 1814.66564830409 19.5246450298039 6.59777506459618 78.4837842259568 156.599006372898 660.630614837331 104.094084247646 1.80675117710861 32.4757289516413
"20" "chr1" 1509956 1510356 72.871314151236 20.4007090319725 3263.75544998381 21.0265408013273 8.4828536544808 122.085886573711 149.790353921903 536.353568481793 224.977536922331 7.22700470843445 88.8306703677248
"21" "chr1" 1655630 1656030 23.4528367383288 34.6812053543533 660.67924088741 21.0265408013273 1.88507858988462 152.37787346794 98.725460539436 183.145120945003 122.562389517389 39.7485258963895 42.9825824359959
"22" "chr1" 1711777 1712177 109.725771882896 57.1219852895231 167.372074358144 22.5284365728506 1.88507858988462 48.1917973317279 98.725460539436 415.346970714559 50.3681052811189 16.2607605939775 61.1307839089719
"23" "chr1" 2077806 2078206 26.8032419866615 24.480850838367 96.8996219968201 12.015166172187 15.080628719077 17.8998104374989 40.8519147059735 101.383906237412 18.4683052697436 5.42025353132584 18.148201472976
"24" "chr1" 2080142 2080542 283.667644358834 146.885105030202 105.708678541986 13.5170619437104 5.65523576965387 56.4532483028812 221.281204657357 480.755942480632 162.856873742285 7.22700470843445 79.2789853819479
"25" "chr1" 2130764 2131164 44.1136691030471 36.7212762575505 127.731319904899 19.5246450298039 6.59777506459618 30.7509563926264 54.4692196079647 62.1385231777687 47.010231595711 12.6472582397603 38.2067399431074
"26" "chr1" 2158804 2159204 39.3672616679091 38.7613471607478 2854.13432063361 16.5208534867571 4.71269647471156 83.5324487083283 153.194680147401 899.373361783495 161.177936899581 1.80675117710861 27.6998864587529
"27" "chr1" 2165839 2166239 92.136144329149 16.320567225578 184.990187448475 15.0189577152338 4.71269647471156 138.608788516017 68.0865245099559 189.68601812161 45.331294753007 7.22700470843445 24.8343809630198
"28" "chr1" 2177993 2178393 129.828203372892 48.9617016767341 88.0905654516547 10.5132704006636 13.1955501291924 32.586834386216 54.4692196079647 170.063326591788 40.2944842248952 10.8405070626517 23.8792124644421
"29" "chr1" 2222117 2222517 429.410272661306 193.806735803739 246.653583264633 12.015166172187 12.25301083425 167.982836413451 605.970068138607 1533.8403879144 236.730094821259 10.8405070626517 294.191897561927
"30" "chr1" 2232374 2232774 197.394709214268 124.444325095032 462.475468621187 7.50947885761688 10.3679322443654 142.280544503197 405.114820834237 1236.22956637877 194.75667375366 0 465.167058807333
"31" "chr1" 2313580 2313980 22.6152354262457 20.4007090319725 39.6407544532446 48.060664688748 9.42539294942311 19.2767189326912 37.4475884804757 39.2453830596434 23.5051157978555 16.2607605939775 24.8343809630198
"32" "chr1" 2478642 2479042 51.9312813491567 51.0017725799313 709.12905188582 22.5284365728506 3.77015717976924 210.208030266013 64.6821982844581 209.308709651431 58.7627894946388 10.8405070626517 8.59651648719917
"33" "chr1" 2487432 2487832 116.1473819422 95.8833324502709 1427.06716031681 21.0265408013273 9.42539294942311 137.690849519223 415.327799510731 1380.12930426413 198.114547439068 10.8405070626517 63.9962894047049
"34" "chr1" 2517350 2517750 32.3872507338827 36.7212762575505 1761.81130903309 28.5360196589441 6.59777506459618 79.4017232227517 112.342765441427 232.201849769557 87.3047158206061 0 755.538282374949
"35" "chr1" 2585607 2586007 80.6889263973456 63.2421979991148 79.2815089064892 133.66872366558 93.3113901992888 35.7996208749979 40.8519147059735 55.5976260011615 78.9100316070863 5.42025353132584 54.4446044189281
"36" "chr1" 2615347 2615747 120.893789377338 104.04361606306 30.8316979080791 139.676306751674 65.9777506459618 42.684163350959 57.8735458334625 94.8430090608049 45.331294753007 5.42025353132584 21.0137069687091
"37" "chr1" 2684262 2684662 30.9912485470774 6.12021270959176 0 0 1.88507858988462 0 0 0 6.71574737081586 0 1.91033699715537
"38" "chr1" 2688718 2689118 50.8144795997125 38.7613471607478 4.40452827258273 46.5587689172246 11.3104715393077 25.7022919102549 20.4259573529868 55.5976260011615 28.5419263259674 148.153596522906 21.0137069687091
