"CHR" "START" "END" "MUTZ3_EVI1" "MUTZ3_CTBP2" "MUTZ3_H3K27Ac" "MUTZ3_H3K27Me3" "MUTZ3_H3K9Me3" "MUTZ3_MYB" "MUTZ3_P300" "MUTZ3_RUNX1" "MUTZ3_ERG" "MUTZ3_CTCF" "MUTZ3_GATA2"
"1" "chr1" 805144 805544 25.1280393624952 48.9617016767341 101.304150269403 49.5625604602714 4.71269647471156 48.1917973317279 44.2562409314713 121.006597767234 97.3783368768299 79.497051792779 54.4446044189281
"2" "chr1" 856390 856790 114.751379755395 73.4425525151011 66.067924088741 28.5360196589441 5.65523576965387 70.6813027532009 153.194680147401 385.912933419827 50.3681052811189 16.2607605939775 32.4757289516413
"3" "chr1" 935699 936099 8.37601312083172 38.7613471607478 422.834714167942 253.82038538745 31.1037967330963 50.0276753253175 27.2346098039823 58.8680745894651 70.5153473935665 1.80675117710861 26.7447179601752
"4" "chr1" 1039603 1040003 37.1336581690206 38.7613471607478 96.8996219968201 24.030332344374 13.1955501291924 27.9971394022419 37.4475884804757 117.73614917893 33.5787368540793 1.80675117710861 62.0859524075496
"5" "chr1" 1058895 1059295 77.0593207116518 701.784390699855 4.40452827258273 13.5170619437104 15.080628719077 25.2433224118575 37.4475884804757 29.4340372947326 23.5051157978555 7.22700470843445 6.6861794900438
"6" "chr1" 1092943 1093343 68.9625080281812 63.2421979991148 2457.72677610116 33.0417069735143 6.59777506459618 44.979010842946 98.725460539436 222.390504004646 80.5889684497903 3.61350235421723 53.4894359203504
"7" "chr1" 1136314 1136714 45.7888717272134 44.8815598703396 1501.94414095071 40.5511858311311 9.42539294942311 38.0944683669849 64.6821982844581 297.610821535629 87.3047158206061 1.80675117710861 26.7447179601752
"8" "chr1" 1144109 1144509 96.6033513269259 59.1620561927203 220.226413629137 13.5170619437104 8.4828536544808 43.6021023477538 64.6821982844581 242.013195534468 48.689168438415 0 20.0585384701314
"9" "chr1" 1306812 1307212 46.3472726019355 48.9617016767341 110.113206814568 28.5360196589441 2.82761788482693 33.0458038846134 44.2562409314713 300.881270123933 45.331294753007 7.22700470843445 82.144490877681
"10" "chr1" 1369841 1370241 30.4328476723553 42.8414889671423 167.372074358144 16.5208534867571 7.54031435953849 10.097328964743 34.0432622549779 19.6226915298217 21.8261789551515 7.22700470843445 24.8343809630198
"11" "chr1" 1440288 1440688 393.114215804369 91.8031906438764 48.4498109984101 4.50568731457013 3.77015717976924 44.0610718461512 34.0432622549779 91.5725604725013 63.7996000227507 278.239681274726 214.912912179979
"12" "chr1" 1711781 1712181 109.725771882896 57.1219852895231 167.372074358144 22.5284365728506 1.88507858988462 48.1917973317279 98.725460539436 415.346970714559 50.3681052811189 16.2607605939775 61.1307839089719
"13" "chr1" 2080088 2080488 295.114862290638 146.885105030202 96.8996219968201 13.5170619437104 5.65523576965387 55.076339807689 221.281204657357 477.485493892328 151.104315843357 7.22700470843445 79.2789853819479
"14" "chr1" 2158764 2159164 39.3672616679091 42.8414889671423 3083.16979080791 19.5246450298039 4.71269647471156 72.5171807467905 142.981701470907 883.021118841977 161.177936899581 1.80675117710861 27.6998864587529
"15" "chr1" 2222117 2222517 429.410272661306 193.806735803739 246.653583264633 12.015166172187 12.25301083425 167.982836413451 605.970068138607 1533.8403879144 236.730094821259 10.8405070626517 294.191897561927
"16" "chr1" 2232382 2232782 196.277907464823 124.444325095032 471.284525166352 7.50947885761688 10.3679322443654 142.280544503197 408.519147059735 1236.22956637877 194.75667375366 0 468.987732801644
"17" "chr1" 2478642 2479042 51.9312813491567 51.0017725799313 709.12905188582 22.5284365728506 3.77015717976924 210.208030266013 64.6821982844581 209.308709651431 58.7627894946388 10.8405070626517 8.59651648719917
"18" "chr1" 2487433 2487833 116.1473819422 95.8833324502709 1431.47168858939 21.0265408013273 9.42539294942311 137.690849519223 415.327799510731 1380.12930426413 198.114547439068 10.8405070626517 63.9962894047049
"19" "chr1" 2585826 2586226 94.9281487027595 75.4826234182983 79.2815089064892 142.680098294721 98.9666259689427 23.8664139166652 61.2778720589603 85.031663295894 73.8732210789744 7.22700470843445 51.579098923195
"20" "chr1" 2615347 2615747 120.893789377338 104.04361606306 30.8316979080791 139.676306751674 65.9777506459618 42.684163350959 57.8735458334625 94.8430090608049 45.331294753007 5.42025353132584 21.0137069687091
"21" "chr1" 2735435 2735835 12.0056188065255 16.320567225578 0 4.50568731457013 8.4828536544808 9.17938996794817 20.4259573529868 19.6226915298217 11.7525578989278 1.80675117710861 6.6861794900438
"22" "chr1" 2756854 2757254 91.8569438917879 73.4425525151011 140.944904722647 28.5360196589441 6.59777506459618 68.8454247596113 136.173049019912 372.831139066612 94.020463191422 166.221108293992 56.3549414160835
"23" "chr1" 2762416 2762816 354.026154573821 150.965246836597 136.540376450065 21.0265408013273 4.71269647471156 216.174633745179 813.633967893973 1386.67020144073 167.893684270396 10.8405070626517 759.35895636926
